fator_ponderacao,sexo,faixa_idade,estado,municipio_condicao,regiao,classe_economica,alfabetizado,escolaridade,grau_escolaridade,grau_instrucao_chefe_familia,raca,religiao,orientacao_politica_esquerda_direita_centro,origem_agua_domicilio,condicao_trecho_rua_domicilio,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,opniao_meio_ambiente_ou_economia,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,,,,,,,,
0.973904,Masculino,45 a 59 anos,MG,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Não respondeu,Poço ou nascente,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,MUDANÇAS CLIMÁTICAS / TEMPERATURA NO PLANETA E EM FUNÇÃO DE QUEIMADAS PRINCIPALMENTE,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Madeireiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.336998,Feminino,60 anos ou +,MG,Interior,Sudeste,C2,Sim,Superior completo,Superior,Fundamental completo/ Médio incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Um pouco,PROBLEMAS COM A NATUREZA,Não,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Não sabe,Não,Não,Não,Não,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Não respondeu,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Não respondeu,Não,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Organizações Não Governamentais (ONGs) de meio ambiente,Políticos,Garimpeiros,Diminuíram,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Pior,Não,Não,Sim,Não,Não,Não,Não,Sim,,,Sim,,,,,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
1.225606,Feminino,25 a 34 anos,MG,Interior,Sudeste,C2,Sim,3ª série do Ensino Médio,Colegial,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,O FIM,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Garimpeiros,Políticos,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.687949,Masculino,35 a 44 anos,MG,Interior,Sudeste,B2,Sim,1ª série do Ensino Médio,Colegial,Fundamental completo/ Médio incompleto,Branca,É religioso mas não segue nenhuma / Agnóstico,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,"EFEITO ESTUFA, MEIO AMBIENTE E TEMPERATURA",Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Por ação humana,Grandes produtores rurais,Políticos,Pecuaristas e criadores de animais,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Igual,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.098871,Feminino,60 anos ou +,MG,Interior,Sudeste,C1,Sim,3ª série do Ensino Médio,Colegial,Fundamental completo/ Médio incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Um pouco,EMISSÃO DE GAZES,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Não sabe,Sim,,Sim,Sim,Sim,Sim,,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os governos,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.642063,Masculino,35 a 44 anos,MG,Interior,Sudeste,B2,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Não,Sim,,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Sim,Não,Sim,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Diminuíram,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.860145,Masculino,25 a 34 anos,MG,Interior,Sudeste,B2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,TEMPERATURA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Um pouco,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os governos,Os cidadãos,Não,Não,Sim,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Estão iguais,Discorda em parte,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda em parte,Discorda totalmente,Igual,Não,Não,Sim,Não,Sim,Não,Não,Sim,,,Não,,Sim,,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.846675,Feminino,35 a 44 anos,MG,Interior,Sudeste,B1,Sim,Superior completo,Superior,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Grandes produtores rurais,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.044915,Feminino,45 a 59 anos,MG,Interior,Sudeste,C1,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Mais ou menos,MUDANÇA BRUSCA DO CLIMA,Não,Causado principalmente pela ação humana,Não,Sim,Sim,Não,Não,Sim,Sim,,Não sabe,Não sabe,,,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,Não respondeu,Os cidadãos,Empresas e indústrias,Os governos,Não,Sim,Não,Não,Não,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Não sabe,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Não respondeu,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Não,,Não,,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
1.436619,Feminino,18 a 24 anos,MG,Interior,Sudeste,C2,Sim,3ª série do Ensino Médio,Colegial,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,As ONGs de meio ambiente,Os governos,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Políticos,Madeireiros,Pecuaristas e criadores de animais,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,,Sim,Sim,,,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.829643,Feminino,60 anos ou +,MG,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não sabe,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,,,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,
1.746663,Feminino,60 anos ou +,MG,Interior,Sudeste,C1,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental completo/ Médio incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Garimpeiros,Pequenos agricultores,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,,,,,,,Sim,Não,,,,,,,,,,,,,,,,
2.651473,Feminino,60 anos ou +,MG,Interior,Sudeste,DE,Sim,1ª série ou 2º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,E RUIM O AQUECIMENTO,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,,Não,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os governos,Os cidadãos,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Grandes produtores rurais,Diminuíram,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Igual,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,Não,,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.64222,Masculino,60 anos ou +,MG,Interior,Sudeste,C1,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,POLITICAGEM,Não,Resultado de mudanças naturais do meio ambiente,Não,Não,Não,Não,Não,Não,Não respondeu,,,,,,,,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Nada,Nada,Não respondeu,Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Pequenos agricultores,Indígenas,Outros responsáveis,Diminuíram,Não respondeu,Não respondeu,Não respondeu,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Não,Não,Não,Não,Sim,Sim,Não,Sim,,,,,Sim,Não,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,,,,,,,
1.044915,Feminino,45 a 59 anos,MG,Interior,Sudeste,C2,Sim,2ª série do Ensino Médio,Colegial,Fundamental I completo/Fundamental II incompleto,Branca,Outras religiões,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,POLUIÇÃO,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Por ação humana,Garimpeiros,Pecuaristas e criadores de animais,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe,Discorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Não,Não,,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.925327,Feminino,25 a 34 anos,MG,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Parda,Prefiro não responder,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,MUDANÇA CLIMÁTICA,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Sim,Sim,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Não,Não,Não,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda em parte,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,,Não,Não,Não,Não,,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.081181,Feminino,45 a 59 anos,MG,Interior,Sudeste,C2,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Poço ou nascente,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Não,Sim,,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Políticos,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda totalmente,Não sabe,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.098871,Feminino,60 anos ou +,MG,Interior,Sudeste,C2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Não sabe,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Políticos,Não sabe,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Melhor,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,,,,,,,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.855054,Masculino,60 anos ou +,MG,Interior,Sudeste,B2,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Parda,"Kardecista, espírita",Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Um pouco,AUMENTO DO CALOR,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os governos,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Pecuaristas e criadores de animais,Grandes produtores rurais,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Discorda em parte,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,,,,,,,Sim,Sim,Não,Não,Não,Não,Não,,,,,,,,,,
0.670902,Feminino,45 a 59 anos,MG,Interior,Sudeste,B2,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Branca,É religioso mas não segue nenhuma / Agnóstico,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,QUEIMADA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Os governos,,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Pequenos agricultores,Organizações Não Governamentais (ONGs) de meio ambiente,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Pior,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,,,Sim,,,Sim,Não,,,,,,,,,,,,,,,,
1.098871,Feminino,60 anos ou +,MG,Interior,Sudeste,C1,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,GRANDE CATÁSTROFE AS CIDADES DE BEIRA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,As ONGs de meio ambiente,Sim,Não sabe,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Grandes produtores rurais,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Discorda em parte,Discorda em parte,Pior,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Sim,,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.265594,Masculino,45 a 59 anos,SP,Periferia,Sudeste,B2,Sim,1ª série ou 2º ano do Fundamental,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,NÃO RESPONDEU,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Por ação humana,Indígenas,Não sabe,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Igual,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,
