ID_Ipec,fator_ponderacao,sexo,idade,faixa_idade,estado,municipio,COND,regiao,classe_economica,alfabetizado,escolaridade,raca,religiao,grau,raca,religiao,orientacao_politica_esquerda_direita_centro,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,P1_2_3,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,origem_agua_domicilio,condicao_trecho_rua_domicilio,grau_instrucao_chefe_familia,,,,,,,,
41332095,"1,32425",Masculino,68,60 anos ou +,SP,TABOÃO DA SERRA,Periferia,Sudeste,B2,Sim,4ª série (ou 5º ano do Fundamental,Parda,Testemunha de Jeová,Analfabeto/Saber ler/Primário,Parda,Testemunha de Jeová,Não respondeu,Preocupado(a),Um pouco,IGNORÂNCIA DO HOMEM,Sim,Causado principalmente pela ação humana,Não respondeu,Não respondeu,Sim,Sim,Sim,Sim,Sim,,,Sim,Não,Não,Não sabe,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Mais ou menos,Não respondeu,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,,Sim,Não,Não,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41332207,"1,717008",Masculino,40,35 a 44 anos,SP,EMBU,Periferia,Sudeste,C2,Sim,3ª série (ou 4º ano do Fundamental,Parda,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Analfabeto/Saber ler/Primário,Parda,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Mais à esquerda,Muito preocupado(a),Muito,AQUECIMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41332446,"1,436619",Feminino,18,18 a 24 anos,SP,CARAPICUÍBA,Periferia,Sudeste,C1,Sim,3ª série do Ensino Médio,Branca,Prefiro não responder,Colegial,Branca,Prefiro não responder,Não sabe,Preocupado(a),Um pouco,TEMPERATURA,Sim,Causado principalmente pela ação humana,Não,Sim,Não sabe,Sim,Sim,Não sabe,Sim,,Sim,,Não sabe,Sim,,Não sabe,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Igual,Não,Não,Sim,Sim,Não,Não,Não,Sim,,,Sim,Sim,,,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41332727,"1,08464",Feminino,23,18 a 24 anos,SP,MOGI DAS CRUZES,Periferia,Sudeste,B2,Sim,Superior completo,Preta,É religioso mas não segue nenhuma / Agnóstico,Superior,Preta,É religioso mas não segue nenhuma / Agnóstico,Não respondeu,Preocupado(a),Um pouco,MUDANÇA CLIMÁTICA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Não,Não,Não,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Não,Sim,,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41332938,"1,081181",Feminino,55,45 a 59 anos,SP,SÃO BERNARDO DO CAMPO,Periferia,Sudeste,C1,Sim,5ª série ou 6º ano do Fundamental,Branca,Católica Apostólica Romana,Ginásio,Branca,Católica Apostólica Romana,Mais à esquerda,Muito preocupado(a),Um pouco,NÃO RESPONDEU,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Pequenos agricultores,Grandes produtores rurais,Indígenas,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda em parte,Não concorda nem discorda,Não concorda nem discorda,Melhor,Não,Não,Sim,Sim,Não,Sim,Não,Não,,,Sim,Sim,,Sim,,,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41333331,"0,788906",Feminino,57,45 a 59 anos,SP,SANTO ANDRÉ,Periferia,Sudeste,B2,Sim,Superior completo,Branca,"Religiões afro-brasileiras (Candomblé, Umbanda)",Superior,Branca,"Religiões afro-brasileiras (Candomblé, Umbanda)",Mais à esquerda,Muito preocupado(a),Muito,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Grandes produtores rurais,Garimpeiros,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Não concorda nem discorda,Melhor,Não,Não,Sim,Sim,Não,Não,Sim,Sim,,,Sim,Sim,,,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41333523,"0,670902",Feminino,45,45 a 59 anos,SP,ITUPEVA,Interior,Sudeste,B2,Sim,8ª série ou 9º ano do Fundamental,Branca,Católica Apostólica Romana,Ginásio,Branca,Católica Apostólica Romana,Mais à direita,Preocupado(a),Mais ou menos,RECICLAGEM,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Não sabe,Sim,Não,Sim,,,Sim,,Sim,,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Não,Não,Não sabe,Sim,Por ação humana,Pecuaristas e criadores de animais,Madeireiros,Grandes produtores rurais,Diminuíram,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Não,Sim,,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41333937,"1,083851",Feminino,69,60 anos ou +,SP,POÁ,Periferia,Sudeste,B2,Sim,Pré-escola ou 1º ano do Ensino Fundamental,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Analfabeto/Saber ler/Primário,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Muito preocupado(a),Muito,QUE TENHO MEDO,Sim,Ambos (Esp.),Sim,Não respondeu,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",As ONGs de meio ambiente,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não concorda nem discorda,Concorda em parte,Concorda totalmente,Concorda totalmente,Não respondeu,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,,,,,Não,Não,,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41334096,"1,044915",Feminino,48,45 a 59 anos,SP,ITAPECERICA DA SERRA,Periferia,Sudeste,C1,Sim,3ª série do Ensino Médio,Parda,Católica Apostólica Romana,Colegial,Parda,Católica Apostólica Romana,Não sabe,Um pouco preocupado(a),Mais ou menos,TEMPERATURA,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Não sabe,Sim,Por ação humana,Outros responsáveis,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Não concorda nem discorda,Concorda em parte,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,,,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41334114,"1,08464",Feminino,18,18 a 24 anos,SP,ITAPECERICA DA SERRA,Periferia,Sudeste,B2,Sim,Superior Incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Superior,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Preocupado(a),Mais ou menos,GLOBALIZAÇÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,As ONGs de meio ambiente,Os cidadãos,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Pecuaristas e criadores de animais,Diminuíram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Melhor,Não,Sim,Sim,Não,Não,Não,Sim,Sim,,Sim,Sim,,,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41334122,"1,081181",Feminino,53,45 a 59 anos,SP,ITAPECERICA DA SERRA,Periferia,Sudeste,C2,Sim,5ª série ou 6º ano do Fundamental,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Ginásio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não sabe,Preocupado(a),Muito,DESTRUIÇÃO DO PLANETA,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Sim,Não,Não,Não,Não sabe,Não,Não,Sim,Por ação humana,Madeireiros,Outros responsáveis,Não sabe,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não sabe,Concorda totalmente,Concorda totalmente,Discorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41334221,"1,233822",Masculino,73,60 anos ou +,PR,MARECHAL CÂNDIDO RONDON,Interior,Sul,B2,Sim,3ª série (ou 4º ano do Fundamental,Parda,Católica Apostólica Romana,Analfabeto/Saber ler/Primário,Parda,Católica Apostólica Romana,Mais à direita,Muito preocupado(a),Um pouco,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Igual,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,,Não,Não,Não,,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental I completo/Fundamental II incompleto,,,,,,,,
41334258,"0,846675",Feminino,40,35 a 44 anos,SP,FERRAZ DE VASCONCELOS,Periferia,Sudeste,B2,Sim,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Superior,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Um pouco preocupado(a),Um pouco,QUEIMADAS,Sim,Ambos (Esp.),Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Não,Sim,,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41334263,"0,545433",Masculino,49,45 a 59 anos,SP,ITAQUAQUECETUBA,Periferia,Sudeste,A,Sim,3ª série do Ensino Médio,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Nada preocupado(a),Muito,PLÂNCTON,Não,Resultado de mudanças naturais do meio ambiente,Não,Não,Não,Não,Não,Não,Não,,,,,,,,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Nada,Nada,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Não respondeu,,,Sim,Não,Não,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Diminuíram,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Não concorda nem discorda,Discorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Melhor,Não,Não,Sim,Não,Sim,Não,Sim,Sim,,,Sim,,Não,,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41334327,"1,098871",Feminino,67,60 anos ou +,SP,EMBU,Periferia,Sudeste,C2,Sim,3ª série do Ensino Médio,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não sabe,Preocupado(a),Mais ou menos,CHUVA,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,,,Não,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Não respondeu,,,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Igual,Sim,Não,Não,Não,Sim,Sim,Sim,Não respondeu,Sim,,,,Sim,Não,Sim,,Não,,,,,,,,,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41334408,"0,615662",Feminino,19,18 a 24 anos,SP,CAMPINA DO MONTE ALEGRE,Interior,Sudeste,A,Sim,8ª série ou 9º ano do Fundamental,Amarela,Ateu,Ginásio,Amarela,Ateu,No centro,Muito preocupado(a),Muito,SER HUMANO,Sim,Causado principalmente pela ação humana,Sim,Não,Não,Não,Não,Não,Não,Sim,,,,,,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Melhor,Não,Não,Sim,Sim,Não,Não,Não,Não,,,Sim,Sim,,,,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
41334518,"1,225606",Feminino,32,25 a 34 anos,SP,SUZANO,Periferia,Sudeste,C2,Sim,3ª série do Ensino Médio,Indígena,Católica Apostólica Romana,Colegial,Indígena,Católica Apostólica Romana,Mais à direita,Preocupado(a),Mais ou menos,CUIDAR DA NATUREZA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,Não respondeu,Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Ambos (Esp.),,,,Diminuíram,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Pior,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental I completo/Fundamental II incompleto,,,,,,,,
41334689,"1,121431",Feminino,35,35 a 44 anos,SP,CAIEIRAS,Periferia,Sudeste,C1,Sim,3ª série do Ensino Médio,Parda,Católica Apostólica Romana,Colegial,Parda,Católica Apostólica Romana,Mais à esquerda,Muito preocupado(a),Mais ou menos,POLUIÇÃO E QUEIMADAS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não sabe,Sim,Não sabe,Não sabe,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Madeireiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,,Sim,Sim,Sim,,Não,,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41334925,"1,586203",Feminino,53,45 a 59 anos,SP,SÃO PAULO,Capital RM,Sudeste,DE,Sim,3ª série do Ensino Médio,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Colegial,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Muito preocupado(a),Mais ou menos,PREOCUPANTE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os governos,As ONGs de meio ambiente,Empresas e indústrias,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Madeireiros,Pequenos agricultores,Organizações Não Governamentais (ONGs) de meio ambiente,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Não,Não,Não,,,Não,Não,,,,,Sim,Não,Não,Sim,Não,Não,Não,,,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41334929,"0,681879",Feminino,61,60 anos ou +,SP,SÃO PAULO,Capital RM,Sudeste,B1,Sim,3ª série do Ensino Médio,Branca,Católica Apostólica Romana,Colegial,Branca,Católica Apostólica Romana,Mais à direita,Muito preocupado(a),Muito,DERRETIMENTO DAS GELEIRAS,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os governos,As ONGs de meio ambiente,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Pior,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Sim,Sim,,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
