ID_Ipec,fator_ponderacao,sexo,idade,faixa_idade,estado,municipio,COND,regiao,classe_economica,alfabetizado,escolaridade,raca,religiao,grau,raca,religiao,orientacao_politica_esquerda_direita_centro,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,P1_2_3,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,origem_agua_domicilio,condicao_trecho_rua_domicilio,grau_instrucao_chefe_familia,,,,,,,,
41986574,"0,829643",Feminino,66,60 anos ou +,MG,VARGINHA,Interior,Sudeste,B2,Sim,Superior Incompleto,Branca,Católica Apostólica Romana,Superior,Branca,Católica Apostólica Romana,Mais à direita,Um pouco preocupado(a),Mais ou menos,FICANDO RUIM,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os governos,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Outros responsáveis,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Pior,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41987704,"0,565119",Feminino,41,35 a 44 anos,SP,PINDAMONHANGABA,Interior,Sudeste,A,Sim,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Superior,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Preocupado(a),Um pouco,DESCONFIANÇA,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Não,Sim,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,As ONGs de meio ambiente,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41991547,"1,746663",Feminino,67,60 anos ou +,SP,MATÃO,Interior,Sudeste,C1,Sim,4ª série (ou 5º ano do Fundamental,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Analfabeto/Saber ler/Primário,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Muito preocupado(a),Mais ou menos,DESTRUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Não sabe,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Melhor,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,Sim,,Sim,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41991583,"1,081181",Feminino,57,45 a 59 anos,SP,MATÃO,Interior,Sudeste,C1,Sim,7ª série ou 8º ano do Fundamental,Parda,Católica Apostólica Romana,Ginásio,Parda,Católica Apostólica Romana,Não sabe,Muito preocupado(a),Muito,MEDO,Sim,Ambos (Esp.),Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Sim,Não,Não,Não,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41993217,"1,081181",Feminino,58,45 a 59 anos,SP,PRESIDENTE PRUDENTE,Interior,Sudeste,C1,Sim,5ª série ou 6º ano do Fundamental,Branca,Católica Apostólica Romana,Ginásio,Branca,Católica Apostólica Romana,Não sabe,Muito preocupado(a),Muito,"ABAFADO, QUENTE",Sim,Não sabe,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não sabe,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,As ONGs de meio ambiente,Sim,Não,Não,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Melhor,Não,Não,Não,Não,Sim,Sim,Não,Sim,,,,,Sim,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
41994936,"1,746663",Feminino,79,60 anos ou +,SP,PORTO FERREIRA,Interior,Sudeste,C1,Sim,4ª série (ou 5º ano do Fundamental,Branca,Católica Apostólica Romana,Analfabeto/Saber ler/Primário,Branca,Católica Apostólica Romana,Não sabe,Muito preocupado(a),Mais ou menos,CALOR,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não sabe,Não sabe,Não,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Não sabe,,,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Madeireiros,Garimpeiros,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,,,,,,,,Sim,Não,Sim,Não,Não,Não,Não,,,Outro meio,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41995412,"0,681879",Feminino,72,60 anos ou +,RJ,RIO DE JANEIRO,Capital RM,Sudeste,B2,Sim,3ª série do Ensino Médio,Branca,Católica Apostólica Romana,Colegial,Branca,Católica Apostólica Romana,Mais à direita,Preocupado(a),Mais ou menos,FAZER ALGO PARA AMENIZAR     DIMINUIR AS QUEIMADAS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os governos,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Ambos (Esp.),,,,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Melhor,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41995546,"1,746663",Feminino,81,60 anos ou +,RJ,RIO DE JANEIRO,Capital RM,Sudeste,C1,Sim,1ª série ou 2º ano do Fundamental,Parda,Católica Apostólica Romana,Analfabeto/Saber ler/Primário,Parda,Católica Apostólica Romana,Não sabe,Muito preocupado(a),Mais ou menos,ACABAR COM TUDO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Igual,Não,Não,Não,Sim,Sim,Sim,Não,Sim,,,,Sim,Sim,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
41995777,"0,680166",Masculino,65,60 anos ou +,RJ,RIO DE JANEIRO,Capital RM,Sudeste,A,Sim,Superior completo,Branca,Ateu,Superior,Branca,Ateu,Mais à esquerda,Muito preocupado(a),Muito,DESTRUIÇÃO DAS FLORESTAS,Sim,Causado principalmente pela ação humana,Não sabe,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não sabe,Sim,Sim,Sim,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Madeireiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Sim,Sim,Não,Não,,,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
41996829,"1,286041",Masculino,64,60 anos ou +,RJ,RIO DE JANEIRO,Capital RM,Sudeste,C2,Sim,8ª série ou 9º ano do Fundamental,Branca,Católica Apostólica Romana,Ginásio,Branca,Católica Apostólica Romana,Mais à direita,Muito preocupado(a),Muito,MUDAR TUDO,Sim,Causado principalmente pela ação humana,Não,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Não sabe,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Não sabe,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,,,,,Sim,Não,,,,,,,,,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental I completo/Fundamental II incompleto,,,,,,,,
42001210,"1,044915",Feminino,45,45 a 59 anos,RJ,RIO DE JANEIRO,Capital RM,Sudeste,C1,Sim,3ª série do Ensino Médio,Branca,É religioso mas não segue nenhuma / Agnóstico,Colegial,Branca,É religioso mas não segue nenhuma / Agnóstico,Mais à direita,Um pouco preocupado(a),Mais ou menos,POLUIÇÃO,Sim,Ambos (Esp.),Não,Sim,Não,Sim,Sim,Sim,Sim,,Sim,,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Não,Não,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Diminuíram,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Igual,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Não,Sim,Não,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
42003296,"1,761442",Feminino,42,35 a 44 anos,RJ,PETRÓPOLIS,Interior,Sudeste,DE,Sim,5ª série ou 6º ano do Fundamental,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Ginásio,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Nada preocupado(a),Nada,NÃO SABE,Sim,Resultado de mudanças naturais do meio ambiente,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Não,Não,Não,Não,Não,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Nada,Nada,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Outros responsáveis,Políticos,Madeireiros,Diminuíram,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Melhor,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,,,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Poço ou nascente,Terra/Cascalho,Fundamental completo/ Médio incompleto,,,,,,,,
42003302,"1,160354",Feminino,37,35 a 44 anos,RJ,PETRÓPOLIS,Interior,Sudeste,C2,Sim,8ª série ou 9º ano do Fundamental,Branca,Católica Apostólica Romana,Ginásio,Branca,Católica Apostólica Romana,No centro,Muito preocupado(a),Muito,NATUREZA,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Por ação humana,Outros responsáveis,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Pior,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Poço ou nascente,Terra/Cascalho,Fundamental I completo/Fundamental II incompleto,,,,,,,,
42006078,"1,019041",Masculino,71,60 anos ou +,MG,BELO HORIZONTE,Capital RM,Sudeste,B1,Sim,Superior completo,Branca,É religioso mas não segue nenhuma / Agnóstico,Superior,Branca,É religioso mas não segue nenhuma / Agnóstico,Não sabe,Preocupado(a),Mais ou menos,CAMADA DE OZÔNIO,Sim,Ambos (Esp.),Não,Sim,Não,Sim,Não,Não,Sim,,Não,,Não,,,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Os governos,Empresas e indústrias,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Madeireiros,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Não sabe,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Não,Sim,,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
42007446,"0,798022",Masculino,63,60 anos ou +,MG,BETIM,Periferia,Sudeste,B2,Sim,8ª série ou 9º ano do Fundamental,Parda,Testemunha de Jeová,Ginásio,Parda,Testemunha de Jeová,Não respondeu,Muito preocupado(a),Muito,EVITAR QUEIMADAS E ECONOMIZAR ENERGIA,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Sim,Não,Não,Não,Não,Não,Sim,Por ação humana,Pequenos agricultores,Madeireiros,Garimpeiros,Aumentaram,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,,,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental I completo/Fundamental II incompleto,,,,,,,,
42007594,"1,081181",Feminino,45,45 a 59 anos,MG,NOVA LIMA,Periferia,Sudeste,C1,Sim,8ª série ou 9º ano do Fundamental,Parda,Católica Apostólica Romana,Ginásio,Parda,Católica Apostólica Romana,Não respondeu,Muito preocupado(a),Um pouco,CULTURA,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Não,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não respondeu,Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Não,Não,Não,Sim,Sim,,,Sim,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
42008150,"1,491197",Feminino,26,25 a 34 anos,MG,IPATINGA,Interior,Sudeste,C2,Sim,Superior completo,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Superior,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não respondeu,Um pouco preocupado(a),Mais ou menos,NATUREZA,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não sabe,Sim,Sim,Sim,Sim,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Políticos,Organizações Não Governamentais (ONGs) de meio ambiente,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Igual,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Sim,Não,,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Rede Geral de distribuição,Asfaltada/Pavimentada,Fundamental completo/ Médio incompleto,,,,,,,,
42008806,"0,55375",Feminino,66,60 anos ou +,MG,BARBACENA,Interior,Sudeste,A,Sim,Superior completo,Branca,Prefiro não responder,Superior,Branca,Prefiro não responder,Mais à direita,Um pouco preocupado(a),Um pouco,AQUECIMENTO,Sim,Resultado de mudanças naturais do meio ambiente,Não,Sim,Não,Sim,Sim,Não,Não,,Não,,Não,Não,,,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Não,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Outros responsáveis,Madeireiros,Pequenos agricultores,Diminuíram,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Igual,Não,Não,Sim,Não,Sim,Não,Sim,Sim,,,Não,,Sim,,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,,,Rede Geral de distribuição,Asfaltada/Pavimentada,Superior completo,,,,,,,,
42009360,"0,681879",Feminino,67,60 anos ou +,MG,UBERABA,Interior,Sudeste,B1,Sim,3ª série do Ensino Médio,Branca,Católica Apostólica Romana,Colegial,Branca,Católica Apostólica Romana,No centro,Muito preocupado(a),Muito,CONSCIÊNCIA,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda em parte,Não sabe,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,,,,,,,,Sim,Sim,Não,Não,Não,Sim,Sim,,,Rede Geral de distribuição,Asfaltada/Pavimentada,Médio completo/ Superior incompleto,,,,,,,,
42010066,"1,436619",Feminino,18,18 a 24 anos,MG,SÃO GOTARDO,Interior,Sudeste,C1,Sim,3ª série do Ensino Médio,Branca,Ateu,Colegial,Branca,Ateu,Mais à direita,Um pouco preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Não,Não,Sim,Não,Não,Sim,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Não,Não,Sim,Não,Sim,,,Sim,,,Não,,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Outro meio,Asfaltada/Pavimentada,Analfabeto/ Fundamental I incompleto,,,,,,,,
